"Region","Station","Date","Daily Rainfall Total (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Latitude","Longitude"
"East","Paya Lebar",2022-01-13,0,28.2,33.1,24.8,1.3571,103.9037
"East","Paya Lebar",2022-01-14,0,28,32.8,25.3,1.3571,103.9037
"East","Paya Lebar",2022-01-15,0,27.8,33.8,25.7,1.3571,103.9037
"East","Paya Lebar",2022-01-16,0,27.6,33.5,25.8,1.3571,103.9037
"East","Paya Lebar",2022-01-17,1.6,27.2,31.3,25.8,1.3571,103.9037
"East","Paya Lebar",2022-01-18,0,27,33.3,25.6,1.3571,103.9037
"East","Paya Lebar",2022-01-19,5.2,27,31.5,24.1,1.3571,103.9037
"East","Paya Lebar",2022-01-20,1.2,27,32.7,25.4,1.3571,103.9037
"East","Paya Lebar",2022-01-21,0,27,33,24.4,1.3571,103.9037
"East","Paya Lebar",2022-01-22,0,27.5,33.6,24.6,1.3571,103.9037
"East","Paya Lebar",2022-01-23,0,27.6,33.6,24,1.3571,103.9037
"East","Paya Lebar",2022-01-24,0.4,28.2,34.3,25.1,1.3571,103.9037
"East","Paya Lebar",2022-01-25,0,28.2,33.8,25.1,1.3571,103.9037
"East","Paya Lebar",2022-01-26,0,28.2,33.7,25.5,1.3571,103.9037
"East","Paya Lebar",2022-01-27,0,28.2,33.8,25.4,1.3571,103.9037
"East","Paya Lebar",2022-01-28,0,28.2,34.9,25,1.3571,103.9037
"East","Paya Lebar",2022-01-29,0,28.2,34,24.5,1.3571,103.9037
"East","Paya Lebar",2022-01-30,11.6,28.2,34.2,24.3,1.3571,103.9037
"East","Paya Lebar",2022-01-31,0,28.4,33.6,25.1,1.3571,103.9037
"East","Paya Lebar",2022-02-01,57.2,28.2,24.9,23.2,1.3571,103.9037
"East","Paya Lebar",2022-02-02,0,28.6,33.5,24.5,1.3571,103.9037
"East","Paya Lebar",2022-02-03,45.8,28,33.6,22.6,1.3571,103.9037
"East","Paya Lebar",2022-02-04,9.4,27.8,32.9,25,1.3571,103.9037
"East","Paya Lebar",2022-02-05,3.8,28.3,31.3,24.8,1.3571,103.9037
"East","Paya Lebar",2022-02-06,0.2,28.3,32.9,26.1,1.3571,103.9037
"East","Paya Lebar",2022-02-07,5.6,29,32.5,25.1,1.3571,103.9037
"East","Paya Lebar",2022-02-08,12.2,27.1,31.9,24.6,1.3571,103.9037
"East","Paya Lebar",2022-02-09,3.8,27.4,31,26,1.3571,103.9037
"East","Paya Lebar",2022-02-10,7.2,27.3,33.5,24,1.3571,103.9037
"East","Paya Lebar",2022-02-11,3.4,28,32.2,25.3,1.3571,103.9037
"East","Paya Lebar",2022-02-12,10.4,26.5,31,23.7,1.3571,103.9037
"East","Paya Lebar",2022-02-13,7,27.2,33.1,24.1,1.3571,103.9037
"East","Paya Lebar",2022-02-14,3.4,27.8,32.1,24.7,1.3571,103.9037
"East","Paya Lebar",2022-02-15,0,27.3,33,26,1.3571,103.9037
"East","Paya Lebar",2022-02-16,13.2,27.4,28.6,22.4,1.3571,103.9037
"East","Paya Lebar",2022-02-17,0,27.4,32.4,24.2,1.3571,103.9037
"East","Paya Lebar",2022-02-18,0,27.4,33.6,26.4,1.3571,103.9037
"East","Paya Lebar",2022-02-19,0.6,27.2,32.9,25.6,1.3571,103.9037
"East","Paya Lebar",2022-02-20,35.6,27.5,34.8,22.9,1.3571,103.9037
"East","Paya Lebar",2022-02-21,0,27.5,33.6,25.1,1.3571,103.9037
"East","Paya Lebar",2022-02-22,0,28.5,33.7,24.9,1.3571,103.9037
"East","Paya Lebar",2022-02-23,6.6,28.1,32.3,25.2,1.3571,103.9037
"East","Paya Lebar",2022-02-24,19.4,28.1,28.5,23.1,1.3571,103.9037
"East","Paya Lebar",2022-02-25,14.8,27.8,34.1,23.7,1.3571,103.9037
"East","Paya Lebar",2022-02-26,0,28,29.8,24.3,1.3571,103.9037
"East","Paya Lebar",2022-02-27,126.2,27.9,30.8,22.5,1.3571,103.9037
"East","Paya Lebar",2022-02-28,0,28.1,33.2,24.3,1.3571,103.9037
"East","Paya Lebar",2022-03-01,2,27.9,31.6,23.4,1.3571,103.9037
"East","Paya Lebar",2022-03-02,0,29.1,33.9,25.8,1.3571,103.9037
"East","Paya Lebar",2022-03-03,20,27.1,34.1,23.6,1.3571,103.9037
"East","Paya Lebar",2022-03-04,0,27.2,31.7,24.9,1.3571,103.9037
"East","Paya Lebar",2022-03-05,2.6,28.8,32.4,25.1,1.3571,103.9037
"East","Paya Lebar",2022-03-06,44.4,27.4,30.7,24.1,1.3571,103.9037
"East","Paya Lebar",2022-03-07,0,29,32.4,26.1,1.3571,103.9037
"East","Paya Lebar",2022-03-08,1.8,26.7,29.4,24.5,1.3571,103.9037
"East","Paya Lebar",2022-03-09,0,28.8,32.4,26.4,1.3571,103.9037
"East","Paya Lebar",2022-03-10,14.2,26.4,32.8,23.3,1.3571,103.9037
"East","Paya Lebar",2022-03-11,0.6,27.7,32.3,25.1,1.3571,103.9037
"East","Paya Lebar",2022-03-12,7,27.7,32.5,23.8,1.3571,103.9037
"East","Paya Lebar",2022-03-13,1.8,28.1,32.6,25.2,1.3571,103.9037
"East","Paya Lebar",2022-03-14,5.8,28.2,33.6,26.4,1.3571,103.9037
"East","Paya Lebar",2022-03-15,6.8,28.1,32.6,23.9,1.3571,103.9037
"East","Paya Lebar",2022-03-16,1.2,28.2,32.8,24.6,1.3571,103.9037
"East","Paya Lebar",2022-03-17,4.8,27.9,32.7,25.7,1.3571,103.9037
"East","Paya Lebar",2022-03-18,0,28.7,35,25.8,1.3571,103.9037
"East","Paya Lebar",2022-03-19,0,29.4,34.7,26.4,1.3571,103.9037
"East","Paya Lebar",2022-03-20,0,29,33,26.3,1.3571,103.9037
"East","Paya Lebar",2022-03-21,13.2,28.6,33.3,22.2,1.3571,103.9037
"East","Paya Lebar",2022-03-22,24.2,28.3,32.7,23.6,1.3571,103.9037
"East","Paya Lebar",2022-03-23,0,28.6,33.2,25.9,1.3571,103.9037
"East","Paya Lebar",2022-03-24,11.4,28.1,35.4,24.6,1.3571,103.9037
"East","Paya Lebar",2022-03-25,34.8,28,34.5,23.8,1.3571,103.9037
"East","Paya Lebar",2022-03-26,0,28.7,34.3,25.6,1.3571,103.9037
"East","Paya Lebar",2022-03-27,0,29,34.9,24.8,1.3571,103.9037
"East","Paya Lebar",2022-03-28,10.4,28,34.6,23.3,1.3571,103.9037
"East","Paya Lebar",2022-03-29,44,27.9,34.4,21.9,1.3571,103.9037
"East","Paya Lebar",2022-03-30,0.4,28.8,34.2,25.1,1.3571,103.9037
"East","Paya Lebar",2022-03-31,27,27.9,33.8,23,1.3571,103.9037
"East","Paya Lebar",2022-04-01,4.2,28.2,32.4,24.1,1.3571,103.9037
"East","Paya Lebar",2022-04-02,0,29.2,34.2,25.2,1.3571,103.9037
"East","Paya Lebar",2022-04-03,0,28,32.7,25.1,1.3571,103.9037
"East","Paya Lebar",2022-04-04,0,27.9,32.5,23.7,1.3571,103.9037
"East","Paya Lebar",2022-04-05,12.6,28.4,31.6,24.2,1.3571,103.9037
"East","Paya Lebar",2022-04-06,15.4,28.3,32.4,23.5,1.3571,103.9037
"East","Paya Lebar",2022-04-07,3.2,28.5,33.3,26,1.3571,103.9037
"East","Paya Lebar",2022-04-08,1.2,26.4,29.5,24.2,1.3571,103.9037
"East","Paya Lebar",2022-04-09,0.8,27.8,31.4,25.5,1.3571,103.9037
"East","Paya Lebar",2022-04-10,3,26.5,30.4,24.2,1.3571,103.9037
"East","Paya Lebar",2022-04-11,0.6,29,34.3,24,1.3571,103.9037
"East","Paya Lebar",2022-04-12,19.8,26.9,31,24,1.3571,103.9037
"East","Paya Lebar",2022-04-13,0,28,31.6,25.4,1.3571,103.9037
"East","Paya Lebar",2022-04-14,1.6,28.8,33.3,23.3,1.3571,103.9037
"East","Paya Lebar",2022-04-15,6,28.7,33,25.2,1.3571,103.9037
"East","Paya Lebar",2022-04-16,22.8,29.1,33.4,23.4,1.3571,103.9037
"East","Paya Lebar",2022-04-17,39.2,28.5,33.9,25.2,1.3571,103.9037
"East","Paya Lebar",2022-04-18,14.2,27.8,33.9,24.3,1.3571,103.9037
"East","Paya Lebar",2022-04-19,9.4,27.4,33.3,24.8,1.3571,103.9037
"East","Paya Lebar",2022-04-20,7,28,33.9,25.1,1.3571,103.9037
"East","Paya Lebar",2022-04-21,17.6,26.1,28.7,24.3,1.3571,103.9037
"East","Paya Lebar",2022-04-22,0,28.9,34.6,24.5,1.3571,103.9037
"East","Paya Lebar",2022-04-23,0,29,35,26.2,1.3571,103.9037
"East","Paya Lebar",2022-04-24,0,29,32.6,26.2,1.3571,103.9037
"East","Paya Lebar",2022-04-25,1.6,28.6,33.8,25.9,1.3571,103.9037
"East","Paya Lebar",2022-04-26,0,28.6,32,25.4,1.3571,103.9037
"East","Paya Lebar",2022-04-27,0.4,27.7,33.2,25.9,1.3571,103.9037
"East","Paya Lebar",2022-04-28,10.4,28,34.2,24.9,1.3571,103.9037
"East","Paya Lebar",2022-04-29,0.2,28.9,34,26.1,1.3571,103.9037
"East","Paya Lebar",2022-04-30,23,27.8,33.5,24.6,1.3571,103.9037
"East","Paya Lebar",2022-05-01,0,28.3,34.3,25.2,1.3571,103.9037
"East","Paya Lebar",2022-05-02,8.6,28.1,33,25,1.3571,103.9037
"East","Paya Lebar",2022-05-03,14.4,28,34.6,23.7,1.3571,103.9037
"East","Paya Lebar",2022-05-04,0,28.4,32.9,25.6,1.3571,103.9037
"East","Paya Lebar",2022-05-05,0,29.6,32.5,27.9,1.3571,103.9037
"East","Paya Lebar",2022-05-06,5,27.8,32.6,25.3,1.3571,103.9037
"East","Paya Lebar",2022-05-07,1.2,27.3,31.5,25.8,1.3571,103.9037
"East","Paya Lebar",2022-05-08,0,27.8,31.3,25.2,1.3571,103.9037
"East","Paya Lebar",2022-05-09,0,27.6,32.6,26.3,1.3571,103.9037
"East","Paya Lebar",2022-05-10,36.4,26.6,30,23.7,1.3571,103.9037
"East","Paya Lebar",2022-05-11,53.2,25.3,27.4,22.6,1.3571,103.9037
"East","Paya Lebar",2022-05-12,9.2,26.4,31.2,24.7,1.3571,103.9037
"East","Paya Lebar",2022-05-13,0,30,35.7,26.7,1.3571,103.9037
"East","Paya Lebar",2022-05-14,0,30.2,34.7,27.6,1.3571,103.9037
"East","Paya Lebar",2022-05-15,0,29.3,34.3,26.7,1.3571,103.9037
"East","Paya Lebar",2022-05-16,11.4,27.6,32.4,24.9,1.3571,103.9037
"East","Paya Lebar",2022-05-17,0,29.4,33.2,25.2,1.3571,103.9037
"East","Paya Lebar",2022-05-18,0,30.2,34.1,26.7,1.3571,103.9037
"East","Paya Lebar",2022-05-19,7.6,28.3,33.9,25.3,1.3571,103.9037
"East","Paya Lebar",2022-05-20,0.2,27.7,33.5,25.7,1.3571,103.9037
"East","Paya Lebar",2022-05-21,0,28.7,33.4,25.2,1.3571,103.9037
"East","Paya Lebar",2022-05-22,0,29.9,33.4,27.1,1.3571,103.9037
"East","Paya Lebar",2022-05-23,29.6,28.9,34.1,24.6,1.3571,103.9037
"East","Paya Lebar",2022-05-24,0,29.5,34.8,25,1.3571,103.9037
"East","Paya Lebar",2022-05-25,7.4,28.2,34.1,25.1,1.3571,103.9037
"East","Paya Lebar",2022-05-26,0.2,29,34.5,24.6,1.3571,103.9037
"East","Paya Lebar",2022-05-27,0,30.2,35.1,26.2,1.3571,103.9037
"East","Paya Lebar",2022-05-28,0,29.7,33.3,26.7,1.3571,103.9037
"East","Paya Lebar",2022-05-29,0,31,36,27.1,1.3571,103.9037
"East","Paya Lebar",2022-05-30,0,31,36.1,27,1.3571,103.9037
"East","Paya Lebar",2022-05-31,0,29.9,34.8,27.1,1.3571,103.9037
"East","Paya Lebar",2022-06-01,0.2,29.1,33.4,25,1.3571,103.9037
"East","Paya Lebar",2022-06-02,14.4,26.2,29.9,24.8,1.3571,103.9037
"East","Paya Lebar",2022-06-03,0.2,28.9,33.7,24.7,1.3571,103.9037
"East","Paya Lebar",2022-06-04,34.4,27.5,33.2,23.1,1.3571,103.9037
"East","Paya Lebar",2022-06-05,0,29.9,33.6,26.8,1.3571,103.9037
"East","Paya Lebar",2022-06-06,3.2,28.3,31.4,23.8,1.3571,103.9037
"East","Paya Lebar",2022-06-07,0,28.6,31.5,25.8,1.3571,103.9037
"East","Paya Lebar",2022-06-08,0,28.8,32.9,25.2,1.3571,103.9037
"East","Paya Lebar",2022-06-09,0,28.6,32.6,25.6,1.3571,103.9037
"East","Paya Lebar",2022-06-10,4.8,26.5,32.9,24.8,1.3571,103.9037
"East","Paya Lebar",2022-06-11,1.2,26.8,31.4,24.1,1.3571,103.9037
"East","Paya Lebar",2022-06-12,0.8,27.1,32.8,23.9,1.3571,103.9037
"East","Paya Lebar",2022-06-13,10,27.9,33.6,24.1,1.3571,103.9037
"East","Paya Lebar",2022-06-14,0,28.3,31.8,25.4,1.3571,103.9037
"East","Paya Lebar",2022-06-15,10.4,28.1,32.3,23.6,1.3571,103.9037
"East","Paya Lebar",2022-06-16,85.4,26.5,30.3,22.4,1.3571,103.9037
"East","Paya Lebar",2022-06-17,0,27.7,31,24.8,1.3571,103.9037
"East","Paya Lebar",2022-06-18,0.4,27.9,31.5,25.4,1.3571,103.9037
"East","Paya Lebar",2022-06-19,3.2,27.6,32.2,24.6,1.3571,103.9037
"East","Paya Lebar",2022-06-20,9.8,27.9,28.1,24,1.3571,103.9037
"East","Paya Lebar",2022-06-21,0,27.9,30.1,25.6,1.3571,103.9037
"East","Paya Lebar",2022-06-22,0,28,32.7,25.7,1.3571,103.9037
"East","Paya Lebar",2022-06-23,39.8,27.9,31.3,23.6,1.3571,103.9037
"East","Paya Lebar",2022-06-24,2.8,28.1,31.2,24.9,1.3571,103.9037
"East","Paya Lebar",2022-06-25,14,28,28.9,24.1,1.3571,103.9037
"East","Paya Lebar",2022-06-26,0,28,32.9,25.8,1.3571,103.9037
"East","Paya Lebar",2022-06-27,0,29.2,33,26.2,1.3571,103.9037
"East","Paya Lebar",2022-06-28,0,28,32.7,25.5,1.3571,103.9037
"East","Paya Lebar",2022-06-29,0,29,32.7,25.6,1.3571,103.9037
"East","Paya Lebar",2022-06-30,6.4,27.6,30,24.3,1.3571,103.9037
"East","Paya Lebar",2022-07-01,0,28.1,33.3,25.6,1.3571,103.9037
"East","Paya Lebar",2022-07-02,0.8,26.8,30.4,25.1,1.3571,103.9037
"East","Paya Lebar",2022-07-03,24.6,27.9,33.3,24.7,1.3571,103.9037
"East","Paya Lebar",2022-07-04,0.2,26.5,28.4,24.6,1.3571,103.9037
"East","Paya Lebar",2022-07-05,11.8,28.1,32.4,24.7,1.3571,103.9037
"East","Paya Lebar",2022-07-06,8.2,27.2,29.9,25.6,1.3571,103.9037
"East","Paya Lebar",2022-07-07,0,29.8,33.2,26.8,1.3571,103.9037
"East","Paya Lebar",2022-07-08,0.2,29.1,31.5,26.8,1.3571,103.9037
"East","Paya Lebar",2022-07-09,2,27.5,31.8,25.6,1.3571,103.9037
"East","Paya Lebar",2022-07-10,10.2,25.5,29.3,23.5,1.3571,103.9037
"East","Paya Lebar",2022-07-11,51.4,26.5,32.7,23.2,1.3571,103.9037
"East","Paya Lebar",2022-07-12,9.4,27.3,33.4,24.9,1.3571,103.9037
"East","Paya Lebar",2022-07-13,0,29,32.5,26.4,1.3571,103.9037
"East","Paya Lebar",2022-07-14,2.2,28.8,33.5,25.3,1.3571,103.9037
"East","Paya Lebar",2022-07-15,2.6,28.9,32.2,25.3,1.3571,103.9037
"East","Paya Lebar",2022-07-16,0,29.6,32.5,27.6,1.3571,103.9037
"East","Paya Lebar",2022-07-17,0,30,33.7,28.1,1.3571,103.9037
"East","Paya Lebar",2022-07-18,0,30.1,33.5,27.9,1.3571,103.9037
"East","Paya Lebar",2022-07-19,0,30,33.8,27.7,1.3571,103.9037
"East","Paya Lebar",2022-07-20,34.4,27.2,30,22.3,1.3571,103.9037
"East","Paya Lebar",2022-07-21,0.2,28.6,32.7,26.1,1.3571,103.9037
"East","Paya Lebar",2022-07-22,43.8,27.5,32.4,23.5,1.3571,103.9037
"East","Paya Lebar",2022-07-23,0,28.3,33.7,25.3,1.3571,103.9037
"East","Paya Lebar",2022-07-24,15.6,26.8,32,23.3,1.3571,103.9037
"East","Paya Lebar",2022-07-25,15.4,26.6,32.1,24.4,1.3571,103.9037
"East","Paya Lebar",2022-07-26,2.2,26.9,29.9,24.6,1.3571,103.9037
"East","Paya Lebar",2022-07-27,0,29.1,33.2,25.5,1.3571,103.9037
"East","Paya Lebar",2022-07-28,0.6,29.1,32.6,27.3,1.3571,103.9037
"East","Paya Lebar",2022-07-29,6.2,28.1,32.4,24.2,1.3571,103.9037
"East","Paya Lebar",2022-07-30,0,28.7,32.6,25,1.3571,103.9037
"East","Paya Lebar",2022-07-31,0,28.8,33,26.6,1.3571,103.9037
"East","Paya Lebar",2022-08-01,0,28.2,32.5,25.8,1.3571,103.9037
"East","Paya Lebar",2022-08-02,0.6,27.2,31.3,24.5,1.3571,103.9037
"East","Paya Lebar",2022-08-03,0,28.4,32.5,24.3,1.3571,103.9037
"East","Paya Lebar",2022-08-04,0,27.8,33.3,24.6,1.3571,103.9037
"East","Paya Lebar",2022-08-05,1.8,28,30.8,25.5,1.3571,103.9037
"East","Paya Lebar",2022-08-06,0.8,28.1,35.1,25.2,1.3571,103.9037
"East","Paya Lebar",2022-08-07,3.2,28.5,32.2,24.3,1.3571,103.9037
"East","Paya Lebar",2022-08-08,0,29.8,32.9,27.5,1.3571,103.9037
"East","Paya Lebar",2022-08-09,0,28.4,32.5,25.7,1.3571,103.9037
"East","Paya Lebar",2022-08-10,0,27.5,31.7,24.3,1.3571,103.9037
"East","Paya Lebar",2022-08-11,13.6,26.1,32.9,24,1.3571,103.9037
"East","Paya Lebar",2022-08-12,7.4,26.6,30.5,24.6,1.3571,103.9037
"East","Paya Lebar",2022-08-13,25.8,28,31,24.1,1.3571,103.9037
"East","Paya Lebar",2022-08-14,0,28.6,33.3,25.1,1.3571,103.9037
"East","Paya Lebar",2022-08-15,0,29.2,31.8,26.9,1.3571,103.9037
"East","Paya Lebar",2022-08-16,2.4,27.8,31.6,24,1.3571,103.9037
"East","Paya Lebar",2022-08-17,0.2,29,33.8,25.8,1.3571,103.9037
"East","Paya Lebar",2022-08-18,1,29.2,33.8,26.3,1.3571,103.9037
"East","Paya Lebar",2022-08-19,0.4,28.9,32.3,26.5,1.3571,103.9037
"East","Paya Lebar",2022-08-20,31.8,27.8,32,24.4,1.3571,103.9037
"East","Paya Lebar",2022-08-21,7.2,26.8,30.1,23.6,1.3571,103.9037
"East","Paya Lebar",2022-08-22,0,29.1,32.4,26.2,1.3571,103.9037
"East","Paya Lebar",2022-08-23,3.2,26.9,30.4,24.8,1.3571,103.9037
"East","Paya Lebar",2022-08-24,14,27.2,32.2,23.7,1.3571,103.9037
"East","Paya Lebar",2022-08-25,4.6,27.2,30.9,24.5,1.3571,103.9037
"East","Paya Lebar",2022-08-26,2.2,26.1,27.6,24.3,1.3571,103.9037
"East","Paya Lebar",2022-08-27,15.6,26.5,32.3,24,1.3571,103.9037
"East","Paya Lebar",2022-08-28,0,27.2,31.6,24.6,1.3571,103.9037
"East","Paya Lebar",2022-08-29,52,26.3,32,23.4,1.3571,103.9037
"East","Paya Lebar",2022-08-30,0.6,27.1,30.5,25.3,1.3571,103.9037
"East","Paya Lebar",2022-08-31,0,28.4,32.7,24.9,1.3571,103.9037
"East","Paya Lebar",2022-09-01,0,27.7,33,25.6,1.3571,103.9037
"East","Paya Lebar",2022-09-02,17,26.6,33.1,24.5,1.3571,103.9037
"East","Paya Lebar",2022-09-03,0,28.6,32.3,25.5,1.3571,103.9037
"East","Paya Lebar",2022-09-04,2,26.8,30,23.1,1.3571,103.9037
"East","Paya Lebar",2022-09-05,13.8,29.6,34,25.3,1.3571,103.9037
"East","Paya Lebar",2022-09-06,8.2,27.3,31.9,24.4,1.3571,103.9037
"East","Paya Lebar",2022-09-07,0,29.8,33.6,27.1,1.3571,103.9037
"East","Paya Lebar",2022-09-08,0,29.6,33.2,26.3,1.3571,103.9037
"East","Paya Lebar",2022-09-09,4.4,27,30.4,25.6,1.3571,103.9037
"East","Paya Lebar",2022-09-10,0.4,28.4,32,25.6,1.3571,103.9037
"East","Paya Lebar",2022-09-11,0,26.5,29.2,24.3,1.3571,103.9037
"East","Paya Lebar",2022-09-12,0,26.8,31.6,24,1.3571,103.9037
"East","Paya Lebar",2022-09-13,0,27.8,31.7,25.7,1.3571,103.9037
"East","Paya Lebar",2022-09-14,0,27.3,30.7,25.8,1.3571,103.9037
"East","Paya Lebar",2022-09-15,0,28.3,32.2,25.3,1.3571,103.9037
"East","Paya Lebar",2022-09-16,0,28.9,32.8,25.4,1.3571,103.9037
"East","Paya Lebar",2022-09-17,0,28.6,30.8,26.3,1.3571,103.9037
"East","Paya Lebar",2022-09-18,48.2,25.9,28.2,23,1.3571,103.9037
"East","Paya Lebar",2022-09-19,0,28,32,24.9,1.3571,103.9037
"East","Paya Lebar",2022-09-20,7.6,27.2,29.4,23.2,1.3571,103.9037
"East","Paya Lebar",2022-09-21,0,28.7,32.5,25.3,1.3571,103.9037
"East","Paya Lebar",2022-09-22,10.2,26.9,29.9,23.4,1.3571,103.9037
"East","Paya Lebar",2022-09-23,0,29.1,32.6,26,1.3571,103.9037
"East","Paya Lebar",2022-09-24,9,28.1,31.7,23.4,1.3571,103.9037
"East","Paya Lebar",2022-09-25,24,26.8,30.8,22.9,1.3571,103.9037
"East","Paya Lebar",2022-09-26,0,28.4,31.4,25.9,1.3571,103.9037
"East","Paya Lebar",2022-09-27,0,28.6,32.4,24.9,1.3571,103.9037
"East","Paya Lebar",2022-09-28,0.6,28.9,33.8,25.2,1.3571,103.9037
"East","Paya Lebar",2022-09-29,8,28,31.2,24,1.3571,103.9037
"East","Paya Lebar",2022-09-30,0,29,33.9,26,1.3571,103.9037
"East","Paya Lebar",2022-10-01,0,28.1,33.6,25.8,1.3571,103.9037
"East","Paya Lebar",2022-10-02,17.2,24.7,26,23.8,1.3571,103.9037
"East","Paya Lebar",2022-10-03,5.8,28.1,33.1,23.4,1.3571,103.9037
"East","Paya Lebar",2022-10-04,14.8,26.7,32.9,24.6,1.3571,103.9037
"East","Paya Lebar",2022-10-05,0,30.2,35.6,26.6,1.3571,103.9037
"East","Paya Lebar",2022-10-06,0,28.4,33.9,25.4,1.3571,103.9037
"East","Paya Lebar",2022-10-07,3,27.9,30.5,24.8,1.3571,103.9037
"East","Paya Lebar",2022-10-08,0,29.7,33.2,27.1,1.3571,103.9037
"East","Paya Lebar",2022-10-09,0,28.3,32.1,25.3,1.3571,103.9037
"East","Paya Lebar",2022-10-10,1.8,27,29.8,23.9,1.3571,103.9037
"East","Paya Lebar",2022-10-11,18.4,26.8,31,24.4,1.3571,103.9037
"East","Paya Lebar",2022-10-12,0,27.1,30.5,24.4,1.3571,103.9037
"East","Paya Lebar",2022-10-13,0,28.9,35,24.9,1.3571,103.9037
"East","Paya Lebar",2022-10-14,3.6,28.4,32.4,25.3,1.3571,103.9037
"East","Paya Lebar",2022-10-15,0,29.5,34.6,26.4,1.3571,103.9037
"East","Paya Lebar",2022-10-16,33.4,27.3,32.5,23.3,1.3571,103.9037
"East","Paya Lebar",2022-10-17,14.4,28,32.9,23.9,1.3571,103.9037
"East","Paya Lebar",2022-10-18,0,28.8,32.2,25.7,1.3571,103.9037
"East","Paya Lebar",2022-10-19,5,28.7,32.1,26,1.3571,103.9037
"East","Paya Lebar",2022-10-20,0,30,34.8,26.8,1.3571,103.9037
"East","Paya Lebar",2022-10-21,36,26.5,29.9,23.3,1.3571,103.9037
"East","Paya Lebar",2022-10-22,12.8,26.5,32.4,24.4,1.3571,103.9037
"East","Paya Lebar",2022-10-23,0.2,27.3,31.3,24.3,1.3571,103.9037
"East","Paya Lebar",2022-10-24,1.2,27.7,30.6,26,1.3571,103.9037
"East","Paya Lebar",2022-10-25,15.4,27.3,32.8,22.9,1.3571,103.9037
"East","Paya Lebar",2022-10-26,0.2,26.7,30.4,24.5,1.3571,103.9037
"East","Paya Lebar",2022-10-27,2,28.6,34.4,24.7,1.3571,103.9037
"East","Paya Lebar",2022-10-28,1.4,28.8,35,25.6,1.3571,103.9037
"East","Paya Lebar",2022-10-29,0,28.8,34.1,25.3,1.3571,103.9037
"East","Paya Lebar",2022-10-30,45.6,28,32.8,23.2,1.3571,103.9037
"East","Paya Lebar",2022-10-31,14.8,27.8,33.5,23.2,1.3571,103.9037
"East","Paya Lebar",2022-11-01,0,27.9,32.7,25.2,1.3571,103.9037
"East","Paya Lebar",2022-11-02,16.4,25.5,29.6,23,1.3571,103.9037
"East","Paya Lebar",2022-11-03,2.2,28,34.8,26,1.3571,103.9037
"East","Paya Lebar",2022-11-04,23.2,26.6,31.5,24.2,1.3571,103.9037
"East","Paya Lebar",2022-11-05,36.6,27.9,30.8,24,1.3571,103.9037
"East","Paya Lebar",2022-11-06,43,27.5,32.2,23,1.3571,103.9037
"East","Paya Lebar",2022-11-07,0,28.4,32.6,25.1,1.3571,103.9037
"East","Paya Lebar",2022-11-08,0,30.2,33.5,27.9,1.3571,103.9037
"East","Paya Lebar",2022-11-09,0.2,28,31.4,25.4,1.3571,103.9037
"East","Paya Lebar",2022-11-10,6.6,28.1,33.4,25,1.3571,103.9037
"East","Paya Lebar",2022-11-11,0,27.3,32,24.5,1.3571,103.9037
"East","Paya Lebar",2022-11-12,76.2,25.5,27.2,23.5,1.3571,103.9037
"East","Paya Lebar",2022-11-13,4.2,26.8,32,24.1,1.3571,103.9037
"East","Paya Lebar",2022-11-14,33,27.3,31.8,23.8,1.3571,103.9037
"East","Paya Lebar",2022-11-15,1.8,28.5,34,24.3,1.3571,103.9037
"East","Paya Lebar",2022-11-16,72.6,27.4,33.5,24.2,1.3571,103.9037
"East","Paya Lebar",2022-11-17,0,28.2,32.6,24.7,1.3571,103.9037
"East","Paya Lebar",2022-11-18,0,29.1,34,26.5,1.3571,103.9037
"East","Paya Lebar",2022-11-19,5.4,26.4,28,23.5,1.3571,103.9037
"East","Paya Lebar",2022-11-20,0.2,28.3,31.9,24.9,1.3571,103.9037
"East","Paya Lebar",2022-11-21,4.4,28.9,34,23.7,1.3571,103.9037
"East","Paya Lebar",2022-11-22,0.6,30.1,34.9,26.3,1.3571,103.9037
"East","Paya Lebar",2022-11-23,7.8,27.7,30.9,23.6,1.3571,103.9037
"East","Paya Lebar",2022-11-24,7.8,29,34.8,24,1.3571,103.9037
"East","Paya Lebar",2022-11-25,6.8,28.1,32.4,24.4,1.3571,103.9037
"East","Paya Lebar",2022-11-26,0,28.1,32.5,25.3,1.3571,103.9037
"East","Paya Lebar",2022-11-27,3,26.5,29.5,24.5,1.3571,103.9037
"East","Paya Lebar",2022-11-28,4,27.4,33.2,24.3,1.3571,103.9037
"East","Paya Lebar",2022-11-29,0.2,27.6,33.3,24.8,1.3571,103.9037
"East","Paya Lebar",2022-11-30,54.8,26.9,33.9,23.1,1.3571,103.9037
"East","Paya Lebar",2022-12-01,0,28.1,32.9,25.3,1.3571,103.9037
"East","Paya Lebar",2022-12-02,0.8,27.5,33,23.4,1.3571,103.9037
"East","Paya Lebar",2022-12-03,0,28,34.9,25.5,1.3571,103.9037
"East","Paya Lebar",2022-12-04,0.4,28.1,32.9,24.4,1.3571,103.9037
"East","Paya Lebar",2022-12-05,0,30.3,35.4,26.5,1.3571,103.9037
"East","Paya Lebar",2022-12-06,0,27.7,30.5,25.8,1.3571,103.9037
"East","Paya Lebar",2022-12-07,0,29,32,26.2,1.3571,103.9037
